"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","99","totale","2020","2020",6494,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","1","nubile/celibe","2020","2020",987,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","99","totale","2020","2020",987,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","1","nubile/celibe","2020","2020",870,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","99","totale","2020","2020",870,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","99","totale","2020","2020",1857,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","1","nubile/celibe","2020","2020",1722,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","2","coniugata/o","2020","2020",1,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","99","totale","2020","2020",1723,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","1","nubile/celibe","2020","2020",1635,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","99","totale","2020","2020",1635,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","1","nubile/celibe","2020","2020",3357,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","2","coniugata/o","2020","2020",1,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","1","nubile/celibe","2020","2020",853,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","99","totale","2020","2020",853,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","1","nubile/celibe","2020","2020",766,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","99","totale","2020","2020",766,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","1","nubile/celibe","2020","2020",1619,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","1","nubile/celibe","2020","2020",2801,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","99","totale","2020","2020",2801,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","1","nubile/celibe","2020","2020",2571,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","1","nubile/celibe","2020","2020",5372,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","99","totale","2020","2020",5372,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","1","nubile/celibe","2020","2020",1857,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","99","totale","2020","2020",3358,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y16","16 anni","99","totale","2020","2020",1619,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y16","16 anni","2","coniugata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","4","vedova/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y16","16 anni","99","totale","2020","2020",2571,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","99","totale","2020","2020",9662,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","1","nubile/celibe","2020","2020",3424,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","99","totale","2020","2020",6558,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","1","nubile/celibe","2020","2020",1778,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","99","totale","2020","2020",1574,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","1","nubile/celibe","2020","2020",760,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","99","totale","2020","2020",2755,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","1","nubile/celibe","2020","2020",9660,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","2","coniugata/o","2020","2020",2,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","1","nubile/celibe","2020","2020",8906,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","2","coniugata/o","2020","2020",4,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","4","vedova/o","2020","2020",1,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","99","totale","2020","2020",8911,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","1","nubile/celibe","2020","2020",18566,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","2","coniugata/o","2020","2020",6,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","4","vedova/o","2020","2020",1,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","99","totale","2020","2020",18573,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","99","totale","2020","2020",3424,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","1","nubile/celibe","2020","2020",3134,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","99","totale","2020","2020",3134,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","1","nubile/celibe","2020","2020",6558,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","1","nubile/celibe","2020","2020",928,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","99","totale","2020","2020",928,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","1","nubile/celibe","2020","2020",850,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","99","totale","2020","2020",850,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","99","totale","2020","2020",1778,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","1","nubile/celibe","2020","2020",1746,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","2","coniugata/o","2020","2020",2,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","99","totale","2020","2020",1748,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","1","nubile/celibe","2020","2020",1572,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","2","coniugata/o","2020","2020",2,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","1","nubile/celibe","2020","2020",3318,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","2","coniugata/o","2020","2020",4,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","99","totale","2020","2020",3322,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","1","nubile/celibe","2020","2020",807,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","99","totale","2020","2020",807,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","2","coniugata/o","2020","2020",2,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","99","totale","2020","2020",762,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","1","nubile/celibe","2020","2020",1567,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","2","coniugata/o","2020","2020",2,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","99","totale","2020","2020",1569,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","1","nubile/celibe","2020","2020",2755,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y17","17 anni","4","vedova/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","1","nubile/celibe","2020","2020",2590,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","4","vedova/o","2020","2020",1,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y17","17 anni","99","totale","2020","2020",2591,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","1","nubile/celibe","2020","2020",5345,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","2","coniugata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","3","divorziata/o","2020","2020",0,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","4","vedova/o","2020","2020",1,,
"ITF65","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","Y17","17 anni","99","totale","2020","2020",5346,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","1","nubile/celibe","2020","2020",9989,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","2","coniugata/o","2020","2020",1,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","99","totale","2020","2020",9990,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","1","nubile/celibe","2020","2020",9399,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","2","coniugata/o","2020","2020",14,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","99","totale","2020","2020",9413,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","1","nubile/celibe","2020","2020",19388,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","2","coniugata/o","2020","2020",15,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","99","totale","2020","2020",19403,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","1","nubile/celibe","2020","2020",3380,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","2","coniugata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","99","totale","2020","2020",3380,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","1","nubile/celibe","2020","2020",3216,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","2","coniugata/o","2020","2020",6,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","99","totale","2020","2020",3222,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","1","nubile/celibe","2020","2020",6596,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","2","coniugata/o","2020","2020",6,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF61","Cosenza","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","99","totale","2020","2020",6602,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","1","nubile/celibe","2020","2020",977,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","2","coniugata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","99","totale","2020","2020",977,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","1","nubile/celibe","2020","2020",911,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","2","coniugata/o","2020","2020",1,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","99","totale","2020","2020",912,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","1","nubile/celibe","2020","2020",1888,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","2","coniugata/o","2020","2020",1,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF62","Crotone","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","99","totale","2020","2020",1889,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","1","nubile/celibe","2020","2020",1782,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","2","coniugata/o","2020","2020",1,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","99","totale","2020","2020",1783,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","1","nubile/celibe","2020","2020",1760,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","2","coniugata/o","2020","2020",2,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","99","totale","2020","2020",1762,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","1","nubile/celibe","2020","2020",3542,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","2","coniugata/o","2020","2020",3,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF63","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","99","totale","2020","2020",3545,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","1","nubile/celibe","2020","2020",936,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","2","coniugata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","3","divorziata/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","4","vedova/o","2020","2020",0,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","1","maschi","Y18","18 anni","99","totale","2020","2020",936,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","1","nubile/celibe","2020","2020",785,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","2","coniugata/o","2020","2020",1,,
"ITF64","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","Y18","18 anni","3","divorziata/o","2020","2020",0,,
